商品名稱,價格,可販售數量,最後更新日期,購買人數,最後銷售數量,最後銷售時間
萬隆達* 遊戲王 RC04-JP003 效果分隔士 (斜鑽) 初期傷*微白邊 搜:20AP-JP077 DREV-JP0,39966,1,2023-06-23 13:04:33,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP072 冰結界 (雕鑽) 初期傷*微白邊 搜:AC01-JP013,29,2,2023-09-04 11:35:32,10,1,2024-01-29 22:34:07
萬隆達*遊戲王 RC04-JP070 強制脫出裝置 (雕鑽)初期傷*微白邊搜:DBTM-JP044 SR12-JP037,29,3,2024-04-07 21:16:14,3,1,2024-01-29 22:34:07
萬隆達*遊戲王 RC04-JP009 灰流麗 (雷射)初期傷*微刮痕白邊 搜:SD44-JP014 PAC1-JP016,2490,1,2024-04-17 11:44:23,1,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP011 巡查乘板手 (斜鑽) 初期傷*微白邊 搜:EXFO-JP035,119,3,2023-11-19 16:13:49,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP001 溶岩魔神 (斜鑽) 初期傷*微白邊 搜:GDB1-JP063 SDM-014,129,3,2024-04-07 20:43:21,3,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP013 BF 毒風的西蒙 (斜鑽) 初期傷*微白邊 搜: DP20-JP024,69,1,2024-04-07 20:11:08,3,2,2023-12-26 15:32:25
萬隆達* 遊戲王 RC04-JP015 次元吸引者 (斜鑽) 初期傷*微白邊 搜:SD44-JP012 EP19-JP0,199,3,2023-11-19 16:13:21,6,1,2023-12-27 08:25:21
萬隆達* 遊戲王 RC04-JP002 孤燃花 (斜鑽) 初期傷*微白邊 搜:DBSS-JP040 SD45-JP013,69,2,2024-04-08 21:52:35,6,1,2023-11-04 07:45:26
萬隆達* 遊戲王 RC04-JP014 未界域的鹿角兔 (斜鑽) 初期傷*微白邊 搜: EP19-JP024,99,3,2024-01-19 22:19:06,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP004 V・HERO獨善人 (斜鑽) 初期傷*微白邊 搜:CP19-JP010,109,2,2024-04-07 20:44:46,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP016 原始生命態 尼比魯 隕石 (雷射) 初期傷*微白邊 搜:EP19-JP067,950,1,2024-04-07 20:49:30,2,3,2024-04-11 11:43:34
萬隆達*遊戲王 RC04-JP073 次元障壁 (雕鑽) 初期傷*微白邊 搜:SD43-JP039 INOV-JP078,59,3,2024-04-07 21:17:23,14,3,2024-04-19 17:25:13
萬隆達* 遊戲王 RC04-JP020 黃金卿 黃金國巫妖 (斜鑽) 初期傷*微白邊 搜:DBSS-JP027,99,3,2023-11-19 16:14:57,4,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP033 廢品高速者 (浮雕/凸版) 搜:20TH-JPB14,29,3,2023-08-05 21:05:53,10,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP029 沼地泥龍王 (斜鑽) 初期傷*微白邊 搜: 17PR-JP008,79,3,2024-03-04 21:40:39,14,1,2024-03-17 13:12:22
萬隆達* 遊戲王 RC04-JP069 魔導師的救助 (浮雕/凸版) 搜:WPP2-JP062,55,2,2023-10-14 19:37:11,18,1,2024-01-28 01:50:37
萬隆達* 遊戲王 RC04-JP061 冥王結界波 (浮雕/凸版) 搜:SD43-JP030 EP19-JP068,89,3,2023-12-08 14:50:52,11,1,2023-11-28 15:18:37
萬隆達* 遊戲王 RC04-JP067 金滿的謙虛之壺 (浮雕/凸版) 搜:BLVO-JP065,209,3,2023-08-14 22:03:47,10,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP044 夢幻界 獨角獸 (異圖.浮雕/凸版) 搜: FLOD-JP047,399,2,2024-02-22 13:01:35,18,1,2024-05-05 10:19:15
萬隆達* 遊戲王 RC04-JP043 彼岸的黑天使 基路伯 (浮雕/凸版) 搜:LVP1-JP081,39,2,2023-08-06 14:17:19,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP065 禁忌的一滴 (浮雕/凸版) 搜:ROTD-JP065,139,3,2024-03-14 17:52:35,16,3,2024-04-20 19:55:56
萬隆達* 遊戲王 RC04-JP048 神聖魔皇后 塞勒涅 (浮雕/凸版) 搜:LVP3-JP036,99,3,2024-03-23 21:30:50,23,1,2024-04-17 20:20:23
萬隆達* 遊戲王 RC04-JP058 墓穴的指名者 (浮雕/凸版) 搜: SR11-JP033 RC03-JP040,179,3,2023-11-05 16:00:36,18,2,2023-11-16 10:06:48
萬隆達* 遊戲王 RC04-JP054 化石調査 (浮雕/凸版) 搜:21TP-JP411 18SP-JP409,29,3,2023-06-25 14:54:00,5,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP059 圓融魔術 (浮雕/凸版) 搜:VB20-JP002,29,3,2023-08-06 18:50:22,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP056 儀式的下準備 (浮雕/凸版) 搜: SHVI-JP065 18SP-JP110,59,3,2024-04-11 13:29:49,15,3,2024-04-08 00:40:20
萬隆達* 遊戲王 RC04-JP055 魔導書的神判 審判 (浮雕/凸版) 搜:LTGY-JP063,29,3,2023-08-14 22:02:52,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP041 宵星的機神 丁吉爾蘇 (浮雕/凸版) 搜:DANE-JP038,49,3,2024-02-17 19:53:02,18,1,2024-03-23 15:24:26
萬隆達* 遊戲王 RC04-JP050 聖魔的乙女 阿爾提密斯 (浮雕/凸版) 搜:DBGI-JP008,49,3,2024-01-20 18:15:05,11,1,2024-02-07 13:18:32
萬隆達* 遊戲王 RC04-JP057 強欲而貪欲之壺 (浮雕/凸版) 搜:SD38-JP029 SR12-JP030,79,3,2024-01-02 15:54:25,7,1,2024-01-02 12:01:09
萬隆達* 遊戲王 RC04-JP052 增援 (浮雕/凸版) 搜:DBAD-JP039 SD42-JP034,49,3,2024-03-07 21:22:09,16,1,2024-03-07 21:09:50
萬隆達* 遊戲王 RC04-JP045 雙穹的騎士 阿斯特拉姆 (浮雕/凸版) 搜:DANE-JP047,59,1,2024-02-17 20:14:19,18,1,2024-04-05 21:01:54
萬隆達* 遊戲王 RC04-JP068 小小世界 微小世界 (浮雕/凸版) 搜:BODE-JP069,99,3,2024-04-06 20:57:08,22,2,2024-03-30 00:52:22
萬隆達* 遊戲王 RC04-JP053 名推理 (浮雕/凸版) 搜:SR12-JP029 SD33-JP028,39,2,2023-08-06 17:03:29,4,1,2023-11-02 14:22:39
萬隆達* 遊戲王 RC04-JP051 心變 變心 (浮雕/凸版) 搜:BE01-JP141,109,3,2023-08-06 16:57:08,8,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP040 No.100 源數龍(浮雕/凸版)搜:CPF1-JP021 NCF1-JP100,59,2,2024-03-11 16:00:26,15,1,2024-05-05 04:24:26
萬隆達* 遊戲王 RC04-JP049 解碼語者 火熱之魂 (浮雕/凸版) 搜:LGB1-JP041,59,2,2023-12-03 20:06:28,13,1,2023-12-23 22:09:29
萬隆達* 遊戲王 RC04-JP034 槍管裝填野性龍 (浮雕/凸版) 搜:SAST-JP037 LGB1-JP046,69,2,2023-07-11 10:18:34,10,1,2024-03-06 10:11:48
萬隆達* 遊戲王 RC04-JP035 鮮花女爵 (浮雕/凸版) 搜:DP25-JP023,159,2,2023-12-16 10:46:26,22,1,2024-05-02 23:00:30
萬隆達* 遊戲王 RC04-JP046 代碼通訊者反相型態 (浮雕/凸版) 搜:VB21-JP001,19,3,2024-02-17 20:25:21,6,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP044 夢幻界 獨角獸 (浮雕/凸版) 搜: FLOD-JP047,129,3,2023-10-16 21:12:07,18,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP060 強欲而金滿之壺 (浮雕/凸版) 搜:SAST-JP067,65,3,2024-02-04 11:49:12,16,1,2024-02-04 11:30:15
萬隆達* 遊戲王 RC04-JP047 撞針龍 擊鐵龍 (浮雕/凸版) 搜:VJMP-JP165 21PP-JP023,49,3,2024-02-17 20:25:45,16,1,2024-05-01 13:50:45
萬隆達* 遊戲王RC04-JP042 時間潛行者 錶盤修復師(浮雕/凸版)搜:EP19-JP041 SLT1-JP025,39,3,2023-12-12 12:46:31,13,1,2024-01-30 16:54:59
萬隆達* 遊戲王 RC04-JP020 黃金卿 黃金國巫妖 (浮雕/凸版) 搜:DBSS-JP027,45,2,2024-03-11 19:40:40,10,1,2024-04-16 01:56:59
萬隆達* 遊戲王 RC04-JP025 電子天使-弁天- (浮雕/凸版) 搜:DBGI-JP040 CPF1-JP012,25,2,2023-06-06 21:39:22,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP036 掃興書呆魔術師 (浮雕/凸版) 搜:LVAL-JP057 AT17-JP003,69,1,2023-08-05 21:16:59,13,2,2023-11-11 23:02:25
萬隆達* 遊戲王 RC04-JP017 深淵的青眼龍 (浮雕/凸版) 搜: LGB1-JP005,49,1,2024-02-17 19:44:42,17,1,2024-04-11 09:41:45
萬隆達* 遊戲王 RC04-JP012 屋敷童 (浮雕/凸版) 搜:SD44-JP015 PAC1-JP017,89,3,2024-03-10 20:36:01,17,1,2024-03-09 01:05:09
萬隆達* 遊戲王 RC04-JP023 獸王阿爾法 (浮雕/凸版) 搜:PHRA-JP023,25,2,2023-06-28 19:24:33,10,1,2023-11-03 17:01:38
萬隆達* 遊戲王 RC04-JP024 妖眼的相劍師 (浮雕/凸版) 搜:DAMA-JP009,69,3,2024-02-29 19:43:09,8,1,2024-02-29 19:00:24
萬隆達* 遊戲王 RC04-JP032 虹光之宣告者 (浮雕/凸版) 搜:NECH-JP052 LVP3-JP022,45,3,2023-11-15 13:06:22,13,1,2024-04-21 21:59:41
萬隆達* 遊戲王 RC04-JP019 風靈媒師 薇因 (浮雕/凸版) 搜:VJMP-JP173 21PP-JP028,89,3,2023-07-29 17:32:24,12,1,2024-02-13 20:20:18
萬隆達* 遊戲王 RC04-JP039 真紅眼的鋼炎龍 (浮雕/凸版) 搜:CORE-JP054,45,3,2023-12-08 19:53:55,5,1,2024-04-02 21:47:35
萬隆達* 遊戲王 RC04-JP037 鬼計惰天使 (浮雕/凸版) 搜:NECH-JP090,49,3,2023-10-18 13:14:10,12,2,2024-04-23 21:34:39
萬隆達* RC04-JP029 沼地泥龍王 (浮雕/凸版)初期傷*微白邊 搜:17PR-JP008 18PR-JP003,49,3,2024-03-23 20:53:46,30,1,2024-05-03 00:34:30
萬隆達* 遊戲王 RC04-JP018 銀河眼的殘光龍 (浮雕/凸版) 搜:LGB1-JP029,59,2,2024-05-05 20:51:12,11,2,2024-05-05 20:37:55
萬隆達* 遊戲王 RC04-JP031 上古妖精龍 (浮雕/凸版) 搜:ANPR-JP040 DE04-JP020,59,3,2023-12-31 19:27:10,20,1,2024-04-01 02:12:28
萬隆達* 遊戲王 RC04-JP026 M・HERO 闇爪 (浮雕/凸版)搜:SD27-JP044 20AP-JP097,49,3,2024-02-17 19:51:06,13,2,2024-04-15 22:51:55
萬隆達* 遊戲王 RC04-JP002 孤燃花 (浮雕/凸版) 搜:DBSS-JP040 SD45-JP013,29,2,2023-12-11 15:09:24,9,1,2024-02-06 09:26:13
萬隆達* 遊戲王 RC04-JP013 BF 毒風的西蒙 (浮雕/凸版) 搜: DP20-JP024 22TP-JP30,25,3,2024-02-17 19:50:20,15,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP016 原始生命態 尼比魯 隕石 (浮雕/凸版) 搜:EP19-JP067 SR12-J,139999,1,2023-12-11 22:33:04,21,2,2023-12-11 19:59:03
萬隆達* 遊戲王 RC04-JP027 舊神 努茨 (浮雕/凸版) 搜:EP15-JP033 RC02-JP022,69,2,2023-11-20 21:34:07,17,1,2024-04-18 22:40:32
萬隆達* 遊戲王 RC04-JP015 次元吸引者 (浮雕/凸版) 搜:SD44-JP012 EP19-JP066,69,2,2023-10-16 15:39:31,13,1,2024-01-25 04:11:17
萬隆達* 遊戲王 RC04-JP021 教導的聖女 艾克莉西亞 (浮雕/凸版) 搜:ROTD-JP005,159,3,2024-01-19 11:24:52,13,1,2024-03-10 16:09:13
萬隆達* 遊戲王 RC04-JP011 巡查乘板手 (浮雕/凸版) 搜:EXFO-JP035,39,2,2023-11-20 12:34:01,16,1,2024-02-13 11:32:40
萬隆達* 遊戲王 RC04-JP030 神・史萊姆 (浮雕/凸版) 搜:DP24-JP001,69,3,2023-08-05 20:52:50,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP038 銀河眼FA光子龍 (浮雕/凸版) 搜:VB17-JP002,39333,1,2024-05-03 13:09:34,15,1,2024-04-29 18:56:11
萬隆達* 遊戲王 RC04-JP005 增殖的G (浮雕/凸版) 搜:SD45-JP014 RC03-JP004,299,1,2023-11-09 20:34:15,13,1,2023-12-03 14:56:39
萬隆達* 遊戲王 RC04-JP028 捕食植物 豹皮花龍(浮雕/凸版)搜: VJMP-JP124 DP22-JP053,29,2,2023-11-27 16:18:53,15,1,2024-02-18 12:31:23
萬隆達* 遊戲王 RC04-JP020 黃金卿 黃金國巫妖 (異圖.浮雕/凸版) 搜:DBSS-JP027,249,3,2023-09-03 18:26:54,16,1,2023-12-06 16:48:21
萬隆達* 遊戲王 RC04-JP009 灰流麗 (浮雕/凸版) 搜:SD44-JP014 PAC1-JP016,349888,1,2023-10-22 21:49:44,10,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP022 阿不思的落胤 (浮雕/凸版) 搜:ROTD-JP011 SD43-JP004,49,3,2023-12-29 13:54:11,15,3,2023-12-29 07:34:03
萬隆達* 遊戲王 RC04-JP014 未界域的鹿角兔 (浮雕/凸版) 搜: EP19-JP024,35,3,2024-01-12 12:45:24,10,1,2024-01-11 22:05:12
萬隆達* 遊戲王 RC04-JP033 廢品高速者 (雕鑽) 初期傷*微白邊 搜:20TH-JPB14,49,3,2023-08-05 21:06:54,8,1,2024-01-21 13:31:36
萬隆達* 遊戲王 RC04-JP026 M.HERO 闇爪 (雕鑽) 初期傷*微白邊 搜:SD27-JP044,79,2,2024-01-20 17:37:44,6,1,2024-04-14 09:33:26
萬隆達* 遊戲王 RC04-JP036 掃興書呆魔術師 (雕鑽) 初期傷*微白邊 搜:LVAL-JP057,75,3,2024-01-08 21:21:30,17,1,2024-04-25 19:03:41
萬隆達* 遊戲王 RC04-JP046 代碼通訊者反相型態 (雕鑽) 初期傷*微白邊 搜:VB21-JP001,19,3,2024-01-30 11:24:54,7,1,2024-02-25 14:16:49
萬隆達* 遊戲王 RC04-JP031 上古妖精龍 (雕鑽) 初期傷*微白邊 搜:ANPR-JP040,49,3,2024-04-23 19:08:09,7,,近半年無銷售記錄
萬隆達* 遊戲王 RC04-JP035 鮮花女爵 (雕鑽) 初期傷*微白邊 搜:DP25-JP023,219,3,2023-08-05 21:14:44,15,1,2024-02-08 11:38:26
萬隆達* 遊戲王 RC04-JP044 夢幻界 獨角獸 (雕鑽) 初期傷*微白邊 搜: FLOD-JP047,149,3,2024-01-20 18:30:49,14,1,2024-03-11 00:56:25
萬隆達* 遊戲王 RC04-JP038 銀河眼FA光子龍 (雕鑽) 初期傷*微白邊 搜:VB17-JP002,79,2,2024-02-17 20:00:32,10,1,2024-05-05 04:24:26
萬隆達* 遊戲王 RC04-JP042 時間潛行者 錶盤修復師 (雕鑽) 初期傷*微白邊 搜:EP19-JP041,79,2,2023-12-12 21:38:09,9,1,2024-01-17 02:45:59
萬隆達* 遊戲王 RC04-JP027 舊神 努茨 (雕鑽) 初期傷*微白邊 搜:EP15-JP033 RC02-JP0,69,3,2023-12-03 16:26:31,20,1,2023-12-03 15:38:51
萬隆達* 遊戲王 RC04-JP028 捕食植物 豹皮花龍 (雕鑽) 初期傷*微白邊 搜:VJMP-JP124,59,3,2024-02-03 17:33:56,16,1,2024-05-03 16:55:19
萬隆達*遊戲王 RC04-JP015 次元吸引者 (雕鑽)初期傷*微白邊 搜:SD44-JP012 EP19-JP066,59,2,2024-01-02 15:53:57,12,1,2024-04-03 18:59:24
萬隆達* 遊戲王 RC04-JP045 雙穹的騎士 阿斯特拉姆 (雕鑽) 初期傷*微白邊 搜:DANE-JP047,69,2,2024-02-09 11:52:52,14,1,2024-02-26 23:14:52
萬隆達* 遊戲王 RC04-JP043 彼岸的黑天使 基路伯 (雕鑽) 初期傷*微白邊 搜:LVP1-JP081,29,3,2024-01-04 11:11:02,7,1,2024-01-03 23:43:36
萬隆達* 遊戲王 RC04-JP020 黃金卿 黃金國巫妖 (異圖.雕鑽) 初期傷*微白邊 搜:DBSS-JP027,189,2,2024-03-14 18:13:47,14,1,2024-03-25 15:49:00
萬隆達* 遊戲王 RC04-JP025 電子天使-弁天- (雕鑽) 初期傷*微白邊 搜:DBGI-JP040,29,3,2024-01-30 11:42:32,5,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP032 虹光之宣告者 (雕鑽) 初期傷*微白邊 搜:NECH-JP052,49,3,2023-12-04 19:25:48,16,1,2024-05-01 19:31:40
萬隆達* 遊戲王 RC04-JP029 沼地泥龍王 (雕鑽) 初期傷*微白邊 搜:17PR-JP008,79,2,2024-02-09 12:04:22,12,1,2024-02-27 21:52:04
萬隆達* 遊戲王 RC04-JP039 真紅眼的鋼炎龍 (雕鑽) 初期傷*微白邊 搜:CORE-JP054,49,3,2024-02-28 11:59:07,12,1,2024-02-28 09:06:52
萬隆達* 遊戲王 RC04-JP030 神・史萊姆 (雕鑽) 初期傷*微白邊 搜:DP24-JP001,49,1,2023-08-05 20:54:08,6,1,2023-12-24 21:37:33
萬隆達* 遊戲王 RC04-JP024 妖眼的相劍師 (雕鑽) 初期傷*微白邊 搜:DAMA-JP009,69,3,2024-01-30 11:26:06,11,1,2024-03-24 19:23:40
萬隆達* 遊戲王 RC04-JP021 教導的聖女 艾克莉西亞 (雕鑽) 初期傷*微白邊 搜:ROTD-JP005,199,3,2024-01-20 17:39:04,12,1,2024-01-30 18:21:24
萬隆達* 遊戲王 RC04-JP047 撞針龍 擊鐵龍 (雕鑽) 初期傷*微白邊 搜:VJMP-JP165,49,2,2024-02-24 19:20:52,21,1,2024-03-11 21:19:45
萬隆達* 遊戲王 RC04-JP023 獸王阿爾法 (雕鑽) 初期傷*微白邊 搜:PHRA-JP023,49,3,2024-01-30 11:28:42,3,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP019 風靈媒師 薇因 (雕鑽) 初期傷*微白邊 搜:VJMP-JP173,99,2,2023-12-20 13:56:20,11,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP034 槍管裝填野性龍 (雕鑽) 初期傷*微白邊 搜:SAST-JP037,69,2,2023-11-17 10:56:18,21,1,2024-05-05 03:27:08
萬隆達* 遊戲王 RC04-JP037 鬼計惰天使 (雕鑽) 初期傷*微白邊 搜:NECH-JP090,49,2,2023-11-11 17:51:20,15,1,2024-04-23 21:34:39
萬隆達* 遊戲王 RC04-JP014 未界域的鹿角兔 (雕鑽) 初期傷*微白邊 搜: EP19-JP024,45,3,2023-11-12 15:53:50,8,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP020 黃金卿 黃金國巫妖 (雕鑽) 初期傷*微白邊 搜:DBSS-JP027,49,3,2024-01-30 11:26:35,7,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP022 阿不思的落胤 (雕鑽) 初期傷*微白邊 搜:ROTD-JP011,49,3,2023-12-20 13:51:46,12,1,2023-12-19 23:21:28
萬隆達* 遊戲王 RC04-JP008 太陽神翼神龍之球體形 (雕鑽) 初期傷*微白邊 搜:RC02-JP006,119,2,2023-09-18 16:18:15,10,1,2024-04-27 14:52:29
萬隆達* 遊戲王 RC04-JP006 從魔界發往現世的死亡導遊 (雕鑽)搜:PAC1-JP019 SR06-JP019,39,3,2023-12-02 19:40:31,12,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP078 影依的偽典 (浮雕/凸版) 搜:ROTD-JP076,59,3,2023-11-09 16:55:05,12,1,2024-01-21 03:47:53
萬隆達* 遊戲王 RC04-JP063 天底的使徒 (浮雕/凸版) 搜:ROTD-JP052,89,2,2023-12-29 13:54:11,29,3,2024-02-21 09:14:41
萬隆達* 遊戲王 RC04-JP075 拮抗勝負 (浮雕/凸版) 搜:CIBR-JP077 20TH-JPC97,109,3,2023-11-28 20:54:26,14,1,2023-12-06 01:51:24
萬隆達* 遊戲王 RC04-JP001 溶岩魔神 (雕鑽) 初期傷*微白邊 搜:GDB1-JP063 SDM-014,79,3,2024-01-30 11:27:54,9,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP076 無限泡影 (浮雕/凸版) 搜:FLOD-JP077 RC03-JP049,289,2,2023-11-08 12:19:11,13,2,2023-11-05 06:43:05
萬隆達* 遊戲王 RC04-JP062 閃電風暴 (浮雕/凸版) 搜:SD41-JP034 IGAS-JP067,99,3,2023-12-26 13:10:47,16,1,2024-01-30 18:21:24
萬隆達* 遊戲王 RC04-JP003 效果分隔士 (雕鑽) 初期傷*微白邊 搜:20AP-JP077,119,1,2024-03-15 21:26:00,13,2,2024-04-19 17:25:13
萬隆達*遊戲王 RC04-JP009 灰流麗 (雕鑽) 初期傷*微白邊 搜:SD44-JP014 PAC1-JP016,369,3,2024-03-24 21:26:46,8,2,2024-04-19 17:25:13
萬隆達* 遊戲王 RC04-JP080 鐵獸的抗戰 (浮雕/凸版) 搜:PHRA-JP070,25,3,2023-06-06 21:29:40,8,3,2023-11-27 23:05:11
萬隆達* 遊戲王 RC04-JP011 巡查乘板手 (雕鑽) 初期傷*微白邊 搜:EXFO-JP035,59,3,2024-01-16 20:41:31,15,3,2024-04-10 10:24:12
萬隆達* 遊戲王 RC04-JP079 天龍雪獄 (浮雕/凸版) 搜:ROTD-JP079,49,3,2024-02-17 19:59:46,9,1,2024-04-16 01:56:59
萬隆達* 遊戲王 RC04-JP004 V・HERO獨善人 (雕鑽) 初期傷*微白邊 搜:CP19-JP010,59,3,2023-12-25 19:56:50,9,1,2024-03-26 16:59:25
萬隆達* 遊戲王 RC04-JP010 妖精傳姬-竹取公主 (雕鑽) 初期傷*微白邊 搜:SD39-JP013,49,3,2024-01-30 11:42:41,7,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP066 混沌領域 (浮雕/凸版) 搜: WPP1-JP014,59,2,2023-12-02 19:43:12,12,1,2024-05-05 03:27:08
萬隆達* 遊戲王 RC04-JP018 銀河眼的殘光龍 (雕鑽) 初期傷*微白邊 搜:LGB1-JP029,49,3,2024-01-20 17:40:31,10,1,2024-04-13 15:14:47
萬隆達* 遊戲王 RC04-JP074 神鷹的羽毛吹雪 (浮雕/凸版) 搜:19SP-JP510 20AP-JP004,39,3,2023-11-09 16:29:14,9,3,2023-11-11 15:45:07
萬隆達* 遊戲王 RC04-JP007 聖遺物-命運之槍 (雕鑽)搜DUEA-JP034 LVP3-JP064,39,3,2024-01-18 19:56:26,13,1,2024-03-24 14:05:30
萬隆達* 遊戲王 RC04-JP072 冰結界 (浮雕/凸版) 搜:AC01-JP013,19,3,2023-12-10 18:49:54,9,1,2024-03-30 00:52:22
萬隆達* 遊戲王 RC04-JP016 原始生命態 尼比魯 隕石 (雕鑽) 初期傷*微白邊 搜:EP19-JP067,149,2,2024-01-16 13:43:10,15,1,2024-01-16 23:11:30
萬隆達* 遊戲王 RC04-JP073 次元障壁 (浮雕/凸版) 搜: SD43-JP039 INOV-JP078,79,3,2023-11-30 11:11:31,12,1,2023-11-29 23:25:37
萬隆達* 遊戲王 RC04-JP070 強制脫出裝置 (浮雕/凸版) 搜:DBTM-JP044 SR12-JP037,29,2,2023-11-03 10:56:16,9,1,2024-03-08 00:37:06
萬隆達* 遊戲王 RC04-JP012 屋敷童 (雕鑽) 初期傷*微白邊 搜:SD44-JP015 PAC1-JP017,79,2,2023-08-05 18:35:03,9,1,2024-01-14 16:15:01
萬隆達* 遊戲王 RC04-JP013 BF 毒風的西蒙 (雕鑽) 初期傷*微白邊 搜: DP20-JP024 22TP,49,3,2024-01-30 11:42:19,4,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP005 增殖的G (雕鑽) 初期傷*微白邊 搜:SD45-JP014,299333,1,2024-04-19 18:58:18,15,2,2024-04-19 17:25:13
萬隆達* 遊戲王 RC04-JP017 深淵的青眼龍 (雕鑽) 初期傷*微白邊 搜: LGB1-JP005,69,3,2024-02-29 11:30:57,12,1,2024-04-14 17:30:26
萬隆達* 遊戲王 RC04-JP077 教導 懲戒 (浮雕/凸版) 搜:ROTD-JP070,49,1,2023-12-07 10:27:11,16,1,2024-04-16 01:56:59
萬隆達* 遊戲王 RC04-JP002 孤燃花 (雕鑽) 初期傷*微白邊 搜:DBSS-JP040 SD45-JP013,49,3,2024-01-30 11:30:42,12,1,2024-02-01 15:58:44
萬隆達* 遊戲王 RC04-JP071 召喚限制器 (浮雕/凸版) 搜:DS13-JPD38 LODT-JP079,59,3,2024-02-07 18:18:06,11,2,2024-02-04 11:30:15
萬隆達*遊戲王 RC04-JP062 閃電風暴 (雕鑽) 初期傷*微白邊 搜:SD41-JP034 IGAS-JP067,129,2,2023-08-06 20:48:16,9,,近半年無銷售記錄
萬隆達*遊戲王 RC04-JP076 無限泡影 (雕鑽) 初期傷*微白邊 搜:FLOD-JP077 RC03-JP049,229,3,2024-02-19 11:12:31,12,3,2024-01-28 00:55:13
萬隆達* 遊戲王 RC04-JP054 化石調査 (雕鑽) 初期傷*微白邊 搜:21TP-JP411,39,3,2024-01-30 11:42:24,3,2,2024-01-30 21:01:09
萬隆達* 遊戲王 RC04-JP060 強欲而金滿之壺 (雕鑽) 初期傷*微白邊 搜:SAST-JP067,55,3,2024-02-25 10:47:37,11,3,2024-02-25 09:12:48
萬隆達* 遊戲王 RC04-JP053 名推理 (雕鑽) 初期傷*微白邊 搜:SR12-JP029 SD33-JP028,29,2,2024-01-24 20:12:07,7,1,2024-02-23 00:42:24
萬隆達* 遊戲王 RC04-JP049 解碼語者 火熱之魂 (雕鑽) 初期傷*微白邊 搜:LGB1-JP041,29,3,2023-11-27 20:56:43,14,1,2024-02-22 15:51:01
萬隆達* 遊戲王 RC04-JP077 教導 懲戒 (雕鑽) 初期傷*微白邊 搜:ROTD-JP070,39,2,2024-04-07 21:18:58,13,1,2024-01-29 22:34:07
萬隆達* 遊戲王 RC04-JP069 魔導師的救助 (雕鑽) 初期傷*微白邊 搜:WPP2-JP062,59,3,2023-12-18 13:57:01,12,1,2024-03-16 19:16:23
萬隆達* 遊戲王 RC04-JP055 魔導書的神判 審判 (雕鑽) 初期傷*微白邊 搜:LTGY-JP063,19,2,2024-01-30 11:27:44,8,1,2024-04-16 01:56:59
萬隆達* 遊戲王 RC04-JP078 影依的偽典 (雕鑽) 初期傷*微白邊 搜:ROTD-JP076,35,3,2024-04-07 21:11:36,8,2,2023-12-12 23:40:59
萬隆達* 遊戲王 RC04-JP048 神聖魔皇后 塞勒涅 (雕鑽) 初期傷*微白邊 搜:LVP3-JP036,99,3,2023-12-24 21:24:39,16,1,2024-04-01 18:18:15
萬隆達* 遊戲王 RC04-JP064 三戰之才 (雕鑽) 初期傷*微白邊 搜:ROTD-JP062,119,2,2024-02-12 11:35:28,32,1,2024-05-01 17:04:45
萬隆達* 遊戲王 RC04-JP068 小小世界 微小世界 (雕鑽) 初期傷*微白邊 搜:BODE-JP069,89,3,2024-04-07 21:21:35,21,3,2024-03-17 22:34:27
萬隆達* 遊戲王 RC04-JP052 增援 (雕鑽) 初期傷*微白邊 搜:DBAD-JP039 SD42-JP034,49,2,2024-01-30 20:50:45,10,1,2024-03-02 23:09:00
